"playerID","total_hits","total_hr","total_rbi","total_sb","firstName","lastName"
"dempsri01",1093,96,471,20,"Rick","Dempsey"
"denorch01",587,41,196,56,"Chris","Denorfia"
"dentbu01",1114,40,423,17,"Bucky","Dent"
"dentesa01",585,4,214,9,"Sam","Dente"
"dernibo01",634,23,152,218,"Bob","Dernier"
"derosma01",975,100,494,23,"Mark","DeRosa"
"descada01",593,48,294,26,"Daniel","Descalso"
"deshide01",1548,80,561,463,"Delino","DeShields"
"desmoia01",1432,181,711,181,"Ian","Desmond"
"devermi01",949,105,480,85,"Mike","Devereaux"
"devliar01",1185,10,505,285,"Art","Devlin"
"devorjo01",520,11,149,160,"Josh","Devore"
"dextech01",751,16,347,183,"Charlie","Dexter"
"diazbo01",834,87,452,9,"Bo","Diaz"
"diazei01",523,21,202,21,"Einar","Diaz"
"diazma02",546,45,226,33,"Matt","Diaz"
"dickebi01",1969,202,1209,37,"Bill","Dickey"
"dickeco01",776,115,370,23,"Corey","Dickerson"
"dietrde01",524,79,247,6,"Derek","Dietrich"
"dillibo01",888,10,213,106,"Bob","Dillinger"
"dilonmi01",530,6,129,267,"Miguel","Dilone"
"dimagdo01",1680,87,618,100,"Dom","DiMaggio"
"dimagjo01",2214,361,1537,30,"Joe","DiMaggio"
"dimagvi01",959,125,584,79,"Vince","DiMaggio"
"disarga01",966,28,355,47,"Gary","Disarcina"
"dobbsgr01",548,46,274,14,"Greg","Dobbs"
"dobbsjo01",585,7,207,78,"John","Dobbs"
"dobyla01",1515,253,970,47,"Larry","Doby"
"doerrbo01",2042,223,1247,54,"Bobby","Doerr"
"dolanco01",855,10,315,114,"Cozy","Dolan"
"donahji02",731,4,327,143,"Jiggs","Donahue"
"donaljo02",1048,219,645,38,"Josh","Donaldson"
"donlimi01",1282,51,543,213,"Mike","Donlin"
"donovpa01",2256,16,738,518,"Patsy","Donovan"
"dooinre01",961,10,344,133,"Red","Dooin"
"doolami01",1376,15,554,173,"Mickey","Doolin"
"doranbi02",1366,84,497,209,"Bill","Doran"
"doughpa01",1294,17,413,261,"Patsy","Dougherty"
"douglkl01",766,10,275,84,"Klondike","Douglass"
"doumiry01",818,104,413,12,"Ryan","Doumit"
"douthta01",1201,29,396,67,"Taylor","Douthit"
"dowdto01",1493,24,501,368,"Tommy","Dowd"
"downeto01",520,7,188,87,"Tom","Downey"
"downibr01",2099,275,1073,50,"Brian","Downing"
"doylede01",823,16,237,38,"Denny","Doyle"
"doyleja01",1811,25,971,518,"Jack","Doyle"
"doylela01",1887,74,793,298,"Larry","Doyle"
"doziebr01",1053,192,561,105,"Brian","Dozier"
"dressch01",603,11,221,30,"Chuck","Dressen"
"drewjd01",1437,242,795,87,"J. D.","Drew"
"drewst01",1109,123,524,41,"Stephen","Drew"
"driesda01",1464,153,763,154,"Dan","Driessen"
"dropowa01",1113,152,704,5,"Walt","Dropo"
"dudalu01",741,156,470,6,"Lucas","Duda"
"duffech01",518,35,281,110,"Charlie","Duffee"
"duffyfr01",619,26,240,49,"Frank","Duffy"
"duffyhu01",2293,106,1302,574,"Hugh","Duffy"
"duganjo01",1516,42,571,37,"Joe","Dugan"
"duncada01",617,109,341,5,"Dave","Duncan"
"duncama01",1247,87,491,174,"Mariano","Duncan"
"duncapa01",827,23,374,55,"Pat","Duncan"
"dunnad01",1631,462,1168,63,"Adam","Dunn"
"dunstsh01",1597,150,668,212,"Shawon","Dunston"
"durazer01",547,94,330,7,"Erubiel","Durazo"
"durhale01",992,147,530,106,"Leon","Durham"
"durhara01",2054,192,875,273,"Ray","Durham"
"durocle01",1320,24,567,31,"Leo","Durocher"
"dwyerji01",719,77,349,26,"Jim","Dwyer"
"dyeje01",1779,325,1072,46,"Jermaine","Dye"
"dykesji01",2256,108,1071,70,"Jimmy","Dykes"
"dykstle01",1298,81,404,285,"Lenny","Dykstra"
"dysonja01",573,21,170,250,"Jarrod","Dyson"
"earlyja01",532,32,264,7,"Jake","Early"
"easleda01",1386,163,684,114,"Damion","Easley"
"easlemi01",1078,118,522,20,"Mike","Easler"
"eastete01",607,8,261,42,"Ted","Easterly"
"eatonad02",863,56,272,81,"Adam","Eaton"
"eckstda01",1414,35,392,123,"David","Eckstein"
"edmonji01",1949,393,1199,67,"Jim","Edmonds"
"edwarha01",613,51,276,9,"Hank","Edwards"
"edwarjo01",1106,81,524,15,"Johnny","Edwards"
"egandi01",767,4,292,167,"Dick","Egan"
"eisenji01",1160,52,477,105,"Jim","Eisenreich"
"elberki01",1235,10,535,213,"Kid","Elberfeld"
"elliobo01",2061,170,1195,60,"Bob","Elliott"
"ellisjo01",699,69,391,6,"John","Ellis"
"ellisma01",1343,105,550,82,"Mark","Ellis"
"ellisru01",517,13,199,58,"Rube","Ellis"
"ellsbja01",1376,104,512,343,"Jacoby","Ellsbury"
"elsteke01",648,88,376,14,"Kevin","Elster"
"encared01",1807,414,1242,61,"Edwin","Encarnacion"
"encarju01",1264,156,667,127,"Juan","Encarnacion"
"englecl01",748,12,318,128,"Clyde","Engle"
"engliwo01",1356,32,422,57,"Woody","English"
"ennisde01",2063,288,1284,45,"Del","Ennis"
"ensbemo01",579,110,347,22,"Morgan","Ensberg"
"epstemi01",695,130,380,7,"Mike","Epstein"
"erstada01",1697,124,699,179,"Darin","Erstad"
"esaskni01",677,122,427,18,"Nick","Esasky"
"escobal02",1367,41,442,174,"Alcides","Escobar"
"escobed01",819,106,426,19,"Eduardo","Escobar"
"escobyu01",1501,90,519,34,"Yunel","Escobar"
"espinal01",630,22,201,13,"Alvaro","Espinoza"
"espinda01",644,98,316,64,"Danny","Espinosa"
"estalbo01",620,44,308,13,"Bobby","Estalella"
"estrajo01",576,42,285,0,"Johnny","Estrada"
"etchean01",615,49,309,13,"Andy","Etchebarren"
"ethiean01",1367,162,687,29,"Andre","Ethier"
"ettenni01",921,89,526,22,"Nick","Etten"
"evansal01",514,13,211,14,"Al","Evans"
"evansda01",2223,414,1354,98,"Darrell","Evans"
"evansdw01",2446,385,1384,78,"Dwight","Evans"
"evansjo01",529,3,210,67,"Joe","Evans"
"evansst01",963,32,466,86,"Steve","Evans"
"everead01",668,40,283,67,"Adam","Everett"
"evereca01",1304,202,792,107,"Carl","Everett"
"everibi01",902,11,341,186,"Bill","Everitt"
"eversho01",1055,98,565,45,"Hoot","Evers"
"eversjo01",1659,12,538,324,"Johnny","Evers"
"fainfe01",1139,48,570,46,"Ferris","Fain"
"fairlro01",1913,215,1044,35,"Ron","Fairly"
"falkbi01",1463,69,784,47,"Bibb","Falk"
"farredu01",1572,52,916,150,"Duke","Farrell"
"farrejo02",567,4,141,68,"John","Farrell"
"feldemi01",564,14,173,161,"Mike","Felder"
"felixgu01",561,12,230,28,"Gus","Felix"
"felixju01",562,55,280,49,"Junior","Felix"
"felizpe01",1065,140,598,13,"Pedro","Feliz"
"felscha01",825,38,446,88,"Happy","Felsch"
"fergujo01",719,122,445,22,"Joe","Ferguson"
"fermife01",718,4,207,27,"Felix","Fermin"
"fernach01",666,40,259,68,"Chico","Fernandez"
"fernato01",2276,94,844,246,"Tony","Fernandez"
"ferreri01",1692,28,734,29,"Rick","Ferrell"
"ferriho01",1145,40,550,89,"Hobe","Ferris"
"fewstch01",506,6,167,57,"Chick","Fewster"
"fickro01",613,69,324,6,"Robert","Fick"
"fieldce01",1313,319,1008,2,"Cecil","Fielder"
"fieldpr01",1645,319,1028,18,"Prince","Fielder"
"figgich01",1298,35,403,341,"Chone","Figgins"
"finlest01",2548,304,1167,320,"Steve","Finley"
"finnelo01",1329,31,494,39,"Lou","Finney"
"fiskca01",2356,376,1330,128,"Carlton","Fisk"
"fitzged01",542,19,217,9,"Ed","Fitz Gerald"
"fitzgmi02",545,48,293,31,"Mike","Fitzgerald"
"flackma01",1461,35,391,200,"Max","Flack"
"flagsir01",1202,40,450,71,"Ira","Flagstead"
"flahejo01",849,80,395,10,"John","Flaherty"
"flannti01",631,9,209,22,"Tim","Flannery"
"fletcar01",1534,32,675,160,"Art","Fletcher"
"fletcda01",1048,124,583,2,"Darrin","Fletcher"
"fletcel01",1323,79,616,32,"Elbie","Fletcher"
"fletcsc01",1376,34,510,99,"Scott","Fletcher"
"flickel01",1752,48,756,330,"Elmer","Flick"
"floodcu01",1861,85,636,88,"Curt","Flood"
"florewi01",572,77,290,3,"Wilmer","Flores"
"flowety01",567,85,296,2,"Tyler","Flowers"
"floydcl01",1479,233,865,148,"Cliff","Floyd"
"flynndo01",918,7,284,20,"Doug","Flynn"
"foleyto02",661,32,263,32,"Tom","Foley"
"foliti01",1515,25,501,81,"Tim","Foli"
"fondyde01",1000,69,373,84,"Dee","Fondy"
"fonsele01",1075,31,485,64,"Lew","Fonseca"
"fordda01",1123,121,566,61,"Dan","Ford"
"fordho01",1269,16,494,21,"Hod","Ford"
"forsylo01",758,70,305,42,"Logan","Forsythe"
"fossera01",758,61,324,15,"Ray","Fosse"
"fosteed02",1490,6,451,195,"Eddie","Foster"
"fostege01",1925,348,1239,51,"George","Foster"
"fothebo01",1064,36,582,42,"Bob","Fothergill"
"fournja01",1631,136,859,145,"Jack","Fournier"
"fowlede01",1280,123,501,147,"Dexter","Fowler"
"foxne01",2663,35,790,76,"Nellie","Fox"
"foxpe01",1678,65,694,158,"Pete","Fox"
"foxxji01",2646,534,1922,87,"Jimmie","Foxx"
"foyjo01",615,58,291,99,"Joe","Foy"
"francje02",1373,160,698,54,"Jeff","Francoeur"
"francju01",2586,173,1194,281,"Julio","Franco"
"francma02",583,102,343,3,"Maikel","Franco"
"francti01",1395,125,656,46,"Tito","Francona"
"frazito01",1019,214,624,72,"Todd","Frazier"
"fredejo01",954,85,377,23,"Johnny","Frederick"
"freehbi01",1591,200,758,24,"Bill","Freehan"
"freelry01",532,22,122,143,"Ryan","Freel"
"freembu01",1235,82,713,92,"Buck","Freeman"
"freemfr01",1451,227,805,43,"Freddie","Freeman"
"freesda01",1041,113,535,8,"David","Freese"
"freesge02",877,115,432,51,"Gene","Freese"
"fregoji01",1726,151,706,76,"Jim","Fregosi"
"freigho01",537,15,226,32,"Howard","Freigau"
"freylo01",1482,61,549,105,"Lonny","Frey"
"fribebe01",1170,38,471,51,"Bernie","Friberg"
"friscfr01",2880,105,1244,419,"Frankie","Frisch"
"fryeje01",626,16,194,56,"Jeff","Frye"
"frymatr01",1776,223,1022,72,"Travis","Fryman"
"fuentti01",1491,45,438,80,"Tito","Fuentes"
"fullesh01",863,6,349,260,"Shorty","Fuller"
"fullich01",548,12,167,46,"Chick","Fullis"
"fullmbr01",778,114,442,32,"Brad","Fullmer"
"fultzda01",648,3,223,189,"Dave","Fultz"
"furcara01",1817,113,587,314,"Rafael","Furcal"
"furilca01",1910,192,1058,48,"Carl","Furillo"
"gaettga01",2280,360,1341,96,"Gary","Gaetti"
"gagnegr01",1440,111,604,108,"Greg","Gagne"
"galanau01",1706,100,830,123,"Augie","Galan"
"galaran01",2333,399,1425,128,"Andres","Galarraga"
"gallada01",564,17,190,20,"Dave","Gallagher"
"gallemi01",700,42,282,24,"Mike","Gallego"
"galloch01",946,17,407,79,"Chick","Galloway"
"galvifr01",849,88,370,55,"Freddy","Galvis"
"gamblos01",1195,200,666,47,"Oscar","Gamble"
"gandich01",1176,11,557,153,"Chick","Gandil"
"ganlebo01",540,2,123,112,"Bob","Ganley"
"gantnji01",1696,47,568,137,"Jim","Gantner"
"gantro01",1651,321,1008,243,"Ron","Gant"
"ganzejo01",682,18,336,48,"John","Ganzel"
"garciav01",762,96,374,36,"Avisail","Garcia"
"garcica01",580,33,197,73,"Carlos","Garcia"
"garcida01",1108,36,323,203,"Damaso","Garcia"
"garcino01",1747,229,936,95,"Nomar","Garciaparra"
"gardnbi02",841,41,271,19,"Billy","Gardner"
"gardnbr01",1355,124,524,267,"Brett","Gardner"
"gardnla01",1931,27,934,165,"Larry","Gardner"
"garmsde01",910,17,328,18,"Debs","Garms"
"garneph01",1594,109,738,225,"Phil","Garner"
"garrewa01",786,61,340,38,"Wayne","Garrett"
"garrra01",1562,75,408,172,"Ralph","Garr"
"garvest01",2599,272,1308,83,"Steve","Garvey"
"gastoci01",799,91,387,13,"Cito","Gaston"
"gatesbr01",616,25,279,18,"Brent","Gates"
"gattiev01",605,139,410,3,"Evan","Gattis"
"gedeojo01",515,1,171,33,"Joe","Gedeon"
"gedmari01",795,88,382,3,"Rich","Gedman"
"gehrich01",2839,184,1427,181,"Charlie","Gehringer"
"gehrilo01",2721,493,1995,102,"Lou","Gehrig"
"geigega01",633,77,283,62,"Gary","Geiger"
"gelbech01",766,17,350,34,"Charlie","Gelbert"
"gennesc01",773,87,360,24,"Scooter","Gennett"
"gentiji01",759,179,549,3,"Jim","Gentile"
"gerbewa01",1309,7,476,43,"Wally","Gerber"
"gernedi01",632,103,402,10,"Dick","Gernert"
"geronce01",977,51,392,82,"Cesar","Geronimo"
"gessldo01",831,14,363,142,"Doc","Gessler"
"gharrpa01",513,20,251,32,"Patsy","Gharrity"
"giambja01",2010,440,1441,20,"Jason","Giambi"
"gibboja01",759,127,427,2,"Jay","Gibbons"
"gibsoge01",893,15,345,40,"George","Gibson"
"gibsoki01",1553,255,870,284,"Kirk","Gibson"
"gilbebi02",695,4,237,167,"Billy","Gilbert"
"gilbewa01",624,7,214,21,"Wally","Gilbert"
"gilesbr02",1897,287,1078,109,"Brian","Giles"
"gilesma01",813,76,333,70,"Marcus","Giles"
"gilkebe01",1115,118,546,115,"Bernard","Gilkey"
"gilliji01",1889,65,558,203,"Jim","Gilliam"
"girarjo01",1100,36,422,44,"Joe","Girardi"
"gladdda01",1215,74,446,222,"Dan","Gladden"
"glanvdo01",1100,59,333,168,"Doug","Glanville"
"glaustr01",1375,320,950,56,"Troy","Glaus"
"gleaski01",1946,15,824,329,"Kid","Gleason"
"goldspa01",1337,243,807,127,"Paul","Goldschmidt"
"gomesjo01",835,162,526,50,"Jonny","Gomes"
"gomesya01",623,99,351,4,"Yan","Gomes"
"gomezca01",1189,145,546,268,"Carlos","Gomez"
"gomezch02",1206,60,487,35,"Chris","Gomez"
"gonzaad01",2050,317,1202,6,"Adrian","Gonzalez"
"gonzaal01",1209,137,536,97,"Alex","Gonzalez"
"gonzaal02",1418,157,690,30,"Alex","Gonzalez"
"gonzaca01",1432,234,785,122,"Carlos","Gonzalez"
"gonzaju03",1936,434,1404,26,"Juan","Gonzalez"
"gonzalu01",2591,354,1439,128,"Luis","Gonzalez"
"gonzama01",762,91,347,38,"Marwin","Gonzalez"
"gonzami01",717,13,263,52,"Mike","Gonzalez"
"gonzato01",1485,103,615,79,"Tony","Gonzalez"
"goochjo01",662,7,293,11,"Johnny","Gooch"
"goodmbi01",1691,19,591,37,"Billy","Goodman"
"goodmiv01",1104,95,525,49,"Ival","Goodman"
"goodwi01",609,9,187,104,"Wilbur","Good"
"goodwto01",1029,24,284,369,"Tom","Goodwin"
"gordoal01",1609,186,738,113,"Alex","Gordon"
"gordode01",1085,18,231,330,"Dee","Gordon"
"gordojo01",1530,253,975,89,"Joe","Gordon"
"gordosi01",1415,202,805,19,"Sid","Gordon"
"gosligo01",2735,248,1609,175,"Goose","Goslin"
"gourryu01",516,65,279,14,"Yuli","Gurriel"
"gowdyha01",738,21,322,59,"Hank","Gowdy"
"gracema01",2445,173,1146,70,"Mark","Grace"
"gradymi01",884,35,461,114,"Mike","Grady"
"graffto01",746,58,302,53,"Tony","Graffanino"
"grammal01",512,12,163,17,"Alex","Grammas"
"grandcu01",1800,344,937,153,"Curtis","Granderson"
"grandya01",673,141,416,11,"Yasmani","Grandal"
"graneja01",1178,18,420,148,"Jack","Graney"
"granted01",844,5,277,153,"Eddie","Grant"
"grantge01",1508,105,712,132,"George","Grantham"
"grebecr01",518,19,187,4,"Craig","Grebeck"
"greenda01",1021,29,423,192,"Danny","Green"
"greendi01",960,80,422,26,"Dick","Green"
"greenha01",1628,331,1276,58,"Hank","Greenberg"
"greenkh01",628,90,352,25,"Khalil","Greene"
"greenle01",788,47,253,78,"Lenny","Green"
"greenmi01",1400,130,726,80,"Mike","Greenwell"
"greensh01",2003,328,1070,162,"Shawn","Green"
"greerru01",1166,119,614,31,"Rusty","Greer"
"gregodi01",816,110,417,30,"Didi","Gregorius"
"grichbo01",1833,224,864,104,"Bobby","Grich"
"grichra01",561,122,323,20,"Randal","Grichuk"
"grievbe01",864,118,492,24,"Ben","Grieve"
"griffal01",1688,24,527,192,"Alfredo","Griffin"
"griffdo01",524,7,165,33,"Doug","Griffin"
"griffke01",2143,152,859,200,"Ken","Griffey"
"griffke02",2781,630,1836,184,"Ken","Griffey"
"griffmi01",1755,42,720,473,"Mike","Griffin"
"griffto01",1383,52,619,70,"Tommy","Griffith"
"grimera01",505,27,263,21,"Ray","Grimes"
"grimjo01",707,16,332,83,"John","Grim"
"grimmch01",2299,79,1078,57,"Charlie","Grimm"
"grissma02",2251,227,967,429,"Marquis","Grissom"
"groatdi01",2138,39,707,14,"Dick","Groat"
"grohhe01",1774,26,566,180,"Heinie","Groh"
"grossgr01",1073,7,308,39,"Greg","Gross"
"grossro01",556,42,231,29,"Robbie","Grossman"
"grosswa01",727,121,396,24,"Wayne","Gross"
"groteje01",1092,39,404,15,"Jerry","Grote"
"grothjo01",1064,60,486,19,"Johnny","Groth"
"grubbjo01",1153,99,475,27,"Johnny","Grubb"
"grubeke01",818,117,443,80,"Kelly","Gruber"
"grudzma01",2040,90,640,133,"Mark","Grudzielanek"
"guerrma01",578,7,170,8,"Mario","Guerrero"
"guerrpe01",1618,215,898,97,"Pedro","Guerrero"
"guerrvl01",2590,449,1496,181,"Vladimir","Guerrero"
"guillca01",1331,124,660,74,"Carlos","Guillen"
"guilljo01",1591,214,887,31,"Jose","Guillen"
"guilloz01",1764,28,619,169,"Ozzie","Guillen"
"gustifr01",1214,38,480,60,"Frankie","Gustine"
"gutiefr01",778,97,361,78,"Franklin","Gutierrez"
"gutieri01",967,38,357,50,"Ricky","Gutierrez"
"guttedo01",1075,39,391,95,"Don","Gutteridge"
"guzmacr01",1459,62,467,125,"Cristian","Guzman"
"gwynnto01",3141,135,1138,319,"Tony","Gwynn"
"gyorkje01",630,112,353,14,"Jedd","Gyorko"
"haasbe01",644,22,263,51,"Bert","Haas"
"haasmu01",1257,43,496,12,"Mule","Haas"
"hackst01",2193,57,642,165,"Stan","Hack"
"hafeych01",1466,164,833,70,"Chick","Hafey"
"hafnetr01",1107,213,731,11,"Travis","Hafner"
"hairsje02",1126,70,420,147,"Jerry","Hairston"
"hairssc01",589,106,313,36,"Scott","Hairston"
"haleod01",1071,73,573,57,"Odell","Hale"
"halesa01",880,30,392,41,"Sammy","Hale"
"hallbi03",827,125,440,62,"Bill","Hall"
"halleto01",1011,134,504,14,"Tom","Haller"
"hallji02",724,121,391,38,"Jimmie","Hall"
"hallmbi01",1641,21,772,200,"Bill","Hallman"
"hallme01",1171,134,620,31,"Mel","Hall"
"hallto02",616,46,269,2,"Toby","Hall"
"hamilbi01",2164,40,742,914,"Billy","Hamilton"
"hamilbi02",680,21,176,299,"Billy","Hamilton"
"hamilda02",1333,51,454,163,"Darryl","Hamilton"
"hamiljo03",1134,200,701,50,"Josh","Hamilton"
"hammoje01",824,110,423,67,"Jeffrey","Hammonds"
"hamnegr01",1529,104,708,35,"Granny","Hamner"
"handlle01",902,15,297,68,"Lee","Handley"
"haneyfr01",544,8,228,51,"Fred","Haney"
"hansero02",1007,106,501,9,"Ron","Hansen"
"hardyjj01",1488,188,688,8,"J. J.","Hardy"
"hargrbu01",786,29,376,29,"Bubbles","Hargrave"
"hargrmi01",1614,80,686,24,"Mike","Hargrove"
"harledi01",755,10,236,139,"Dick","Harley"
"harpebr01",931,63,428,8,"Brian","Harper"
"harpebr03",1071,219,635,90,"Bryce","Harper"
"harpege02",1030,91,528,58,"George","Harper"
"harpeto01",1609,146,567,408,"Tommy","Harper"
"harrato01",1954,195,918,238,"Toby","Harrah"
"harrebu01",1120,7,267,127,"Bud","Harrelson"
"harreke01",703,131,421,53,"Ken","Harrelson"
"harribu01",1297,9,506,167,"Bucky","Harris"
"harrijo03",963,47,517,36,"Joe","Harris"
"harrijo05",797,53,277,79,"Josh","Harrison"
"harrile01",1055,37,369,131,"Lenny","Harris"
"harriwi01",580,39,212,107,"Willie","Harris"
"hartco01",1009,162,538,85,"Corey","Hart"
"hartji01",1052,170,578,17,"Jim Ray","Hart"
"hartmfr01",623,10,333,88,"Fred","Hartman"
"hartnga01",1912,236,1179,28,"Gabby","Hartnett"
"hartsto01",1336,31,341,247,"Topsy","Hartsel"
"hartzro01",1146,12,397,182,"Roy","Hartzell"
"hassebu01",1026,12,343,53,"Buddy","Hassett"
"hassero01",914,71,438,14,"Ron","Hassey"
"hatchbi01",1146,54,399,218,"Billy","Hatcher"
"hatchmi01",946,38,375,11,"Mickey","Hatcher"
"hattesc01",1153,106,527,3,"Scott","Hatteberg"
"hattogr01",1068,91,533,42,"Grady","Hatton"
"hausejo01",580,80,356,19,"Joe","Hauser"
"hawpebr01",806,124,492,13,"Brad","Hawpe"
"hayesch01",1379,144,740,47,"Charlie","Hayes"
"hayesfr01",1164,119,628,30,"Frankie","Hayes"
"hayesja02",1069,20,493,34,"Jackie","Hayes"
"hayesvo01",1402,143,696,253,"Von","Hayes"
"haywora01",546,5,238,2,"Ray","Hayworth"
"headlch01",1337,130,596,93,"Chase","Headley"
"heathcl01",1222,42,448,191,"Cliff","Heathcote"
"heathje01",1447,194,887,56,"Jeff","Heath"
"heathmi02",1061,86,469,54,"Mike","Heath"
"hebneri01",1694,203,890,38,"Richie","Hebner"
"hechaad01",763,37,271,35,"Adeiny","Hechavarria"
"heepda01",503,30,229,12,"Danny","Heep"
"heffndo01",610,6,248,18,"Don","Heffner"
"heganji01",1087,92,525,15,"Jim","Hegan"
"heganmi01",504,53,229,28,"Mike","Hegan"
"heidrem01",914,16,342,186,"Emmet","Heidrick"
"heilmha01",2660,183,1539,113,"Harry","Heilmann"
"heldwo01",963,179,559,14,"Woodie","Held"
"helmsto01",1342,34,477,33,"Tommy","Helms"
"helmswe01",694,75,374,3,"Wes","Helms"
"heltoto01",2519,369,1406,37,"Todd","Helton"
"hemphch01",1230,22,421,207,"Charlie","Hemphill"
"hemslro01",1321,31,555,29,"Rollie","Hemsley"
"hemusso01",736,51,263,21,"Solly","Hemus"
"hendeda01",1324,197,708,50,"Dave","Henderson"
"hendeke01",1168,122,576,86,"Ken","Henderson"
"henderi01",3055,297,1115,1406,"Rickey","Henderson"
"hendest01",976,68,428,79,"Steve","Henderson"
"hendrge01",1980,267,1111,59,"George","Hendrick"
"hendrha01",896,48,413,75,"Harvey","Hendrick"
"henlibu01",611,40,268,18,"Butch","Henline"
"henrito01",1297,183,795,37,"Tommy","Henrich"
"hermaba01",1818,181,997,94,"Babe","Herman"
"hermabi01",2345,47,839,67,"Billy","Herman"
"hermage01",533,46,259,43,"Gene","Hermanski"
"hermije01",517,65,250,22,"Jeremy","Hermida"
"hernace02",807,46,253,80,"Cesar","Hernandez"
"hernaen01",522,2,113,129,"Enzo","Hernandez"
"hernajo01",1166,168,603,41,"Jose","Hernandez"
"hernake01",2182,162,1071,98,"Keith","Hernandez"
"hernara02",1345,169,757,9,"Ramon","Hernandez"
"herndla01",1334,107,550,92,"Larry","Herndon"
"herreod01",630,60,233,56,"Odubel","Herrera"
"herrmed01",654,80,320,6,"Ed","Herrmann"
"herrto01",1450,28,574,188,"Tom","Herr"
"hershmi01",900,26,344,74,"Mike","Hershberger"
"herzobu01",1370,20,445,320,"Buck","Herzog"
"heywaja01",1286,144,579,110,"Jason","Heyward"
"hickmch01",1176,59,614,72,"Charlie","Hickman"
"hickmji02",1002,159,560,17,"Jim","Hickman"
"hicksaa01",506,82,276,51,"Aaron","Hicks"
"hidalri01",929,171,560,48,"Richard","Hidalgo"
"higgibo02",1336,187,709,91,"Bobby","Higginson"
"higgipi01",1941,140,1075,61,"Pinky","Higgins"
"highan01",1250,44,482,33,"Andy","High"
"hillaa01",1501,162,695,74,"Aaron","Hill"
"hilldo01",594,26,228,22,"Donnie","Hill"
"hillech01",516,20,152,14,"Chuck","Hiller"
"hillesh02",1014,108,490,16,"Shea","Hillenbrand"
"hillgl01",1005,186,586,96,"Glenallen","Hill"
"hinchbi01",793,20,369,85,"Bill","Hinchman"
"hinsker01",947,137,522,61,"Eric","Hinske"
"hintoch01",1048,113,443,130,"Chuck","Hinton"
"hislela01",1146,166,674,128,"Larry","Hisle"
"hitchbi01",547,5,257,15,"Billy","Hitchcock"
"hoagmy01",854,28,401,59,"Myril","Hoag"
"hoakdo01",1144,89,498,64,"Don","Hoak"
"hoblidi01",1310,27,593,173,"Dick","Hoblitzell"
"hobsobu01",634,98,397,11,"Butch","Hobson"
"hockeor01",598,13,214,43,"Oris","Hockett"
"hockide01",591,25,226,36,"Denny","Hocking"
"hodapjo01",880,28,429,18,"Johnny","Hodapp"
"hodgegi01",1921,370,1274,63,"Gil","Hodges"
"hoffmda01",762,14,235,185,"Danny","Hoffman"
"hoffmgl01",524,23,210,5,"Glenn","Hoffman"
"hofmaso01",1095,19,495,208,"Solly","Hofman"
"hogansh01",939,61,474,6,"Shanty","Hogan"
"hoilech01",739,151,449,5,"Chris","Hoiles"
"holkewa01",1278,24,487,81,"Walter","Holke"
"hollato01",871,98,401,75,"Todd","Hollandsworth"
"hollibu01",1141,65,621,252,"Bug","Holliday"
"hollida01",870,112,482,47,"Dave","Hollins"
"hollima01",2096,316,1220,108,"Matt","Holliday"
"holloch01",894,14,241,99,"Charlie","Hollocher"
"holmedu01",1014,17,375,236,"Ducky","Holmes"
"holmeto01",1507,88,581,40,"Tommy","Holmes"
"holtbr01",552,23,206,35,"Brock","Holt"
"hoopeha01",2466,75,817,375,"Harry","Hooper"
"hoppjo01",1262,46,458,128,"Johnny","Hopp"
"hornebo01",1047,218,685,14,"Bob","Horner"
"hornsro01",2930,301,1584,135,"Rogers","Hornsby"
"hortoto01",597,76,297,12,"Tony","Horton"
"hortowi01",1993,325,1163,20,"Willie","Horton"
"hosmeer01",1451,167,734,67,"Eric","Hosmer"
"howarel01",1471,167,762,9,"Elston","Howard"
"howarfr01",1774,382,1119,8,"Frank","Howard"
"howarry01",1475,382,1194,12,"Ryan","Howard"
"howarth01",655,44,264,66,"Thomas","Howard"
"howear01",682,43,293,10,"Art","Howe"
"howelja02",632,108,337,14,"Jack","Howell"
"howelro02",991,80,454,9,"Roy","Howell"
"howsedi01",617,16,165,105,"Dick","Howser"
"hoydu01",2048,40,725,596,"Dummy","Hoy"
"hrbekke01",1749,293,1086,37,"Kent","Hrbek"
"hubbagl01",1084,70,448,35,"Glenn","Hubbard"
"hudsoor01",1319,93,542,85,"Orlando","Hudson"
"huffau01",1699,242,904,37,"Aubrey","Huff"
"huggimi01",1474,9,318,324,"Miller","Huggins"
"hughero01",705,5,205,80,"Roy","Hughes"
"huletti01",529,48,220,14,"Tim","Hulett"
"hulswru01",564,3,203,49,"Rudy","Hulswitt"
"hummejo01",991,29,394,117,"John","Hummel"
"hundlni01",766,93,376,15,"Nick","Hundley"
"hundlra01",813,82,381,12,"Randy","Hundley"
"hundlto01",883,202,599,14,"Todd","Hundley"
"huntebr02",882,25,241,260,"Brian","Hunter"
"hunteto01",2452,353,1391,195,"Torii","Hunter"
"huntro01",1429,39,370,65,"Ron","Hunt"
"hurstdo01",976,115,610,41,"Don","Hurst"
"huskebu01",555,86,336,21,"Butch","Huskey"
"iannech01",820,141,502,11,"Chris","Iannetta"
"ibanera01",2034,305,1207,50,"Raul","Ibanez"
"iglesjo01",739,32,247,52,"Jose","Iglesias"
"incavpe01",1043,206,655,33,"Pete","Incaviglia"
"inciaen01",835,39,243,113,"Ender","Inciarte"
