filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
18875.wav,0.3690390288829803,0.1762659251689911,605.3364028189665,877.7701608679304,1083.3892822265625,0.0269571940104166,-257.7828369140625,185.98147583007812,17.550615310668945,27.787452697753903,4.298673152923584,11.108762741088867,12.307782173156738,6.890204429626465,-0.4687879979610443,0.7133130431175232,3.85235333442688,6.128546714782715,2.2275936603546143,2.326498031616211,0.1030754521489143,1.998046636581421,7.31791877746582,10.292585372924805,1.888249158859253,-3.2066543102264404,happy
18247.wav,0.4088754653930664,0.2478712350130081,1391.775421279544,1444.8048991598496,2582.7880859375,0.0963473849826389,-102.43630981445312,171.0728759765625,-31.583663940429688,-8.436378479003906,9.811591148376465,15.740740776062012,-6.768109321594238,5.128540992736816,8.059342384338379,-1.7470709085464478,-0.7060834169387817,-5.394355297088623,-5.558797836303711,-2.4747469425201416,-9.382468223571776,-9.399651527404783,-11.298785209655762,1.4680542945861816,1.0048973560333252,-2.3864221572875977,happy
19212.wav,0.4110537469387054,0.1931944787502288,2102.465314645653,2605.8884706777235,4915.0034586588545,0.0447862413194444,-155.84320068359375,78.88385772705078,35.61455535888672,33.716468811035156,-0.8506237864494324,7.127326011657715,-1.9458351135253904,6.9641804695129395,0.1761331856250763,14.494291305541992,7.727996826171875,18.354827880859375,10.915385246276855,12.709294319152832,3.347190618515014,7.1344428062438965,-2.416565418243408,1.2682299613952637,1.8516210317611697,6.601251125335693,happy
17955.wav,0.4163258373737335,0.2374642640352249,1882.6629298456703,2333.329177680899,4272.845458984375,0.04998779296875,-91.2197723388672,104.45940399169922,11.80087661743164,33.65966796875,3.8407909870147705,20.98050117492676,6.889360427856445,12.460840225219728,-3.272320032119751,5.134936809539795,-1.731234788894653,5.308019161224365,-1.386297345161438,0.9574886560440063,-9.56906032562256,-5.289971828460693,-9.64954662322998,-0.0334900394082069,-4.538355350494385,-0.4235951602458954,happy
19813.wav,0.4176922142505646,0.2928781509399414,2621.0473623484836,2904.209825424877,6299.5086669921875,0.0893825954861111,-18.964452743530273,76.15888977050781,22.651845932006836,26.62419891357422,10.224862098693848,20.83135032653809,3.5177035331726074,9.272027015686035,-4.227443695068359,9.370769500732422,2.5943682193756104,3.717373132705689,-6.652542591094971,3.1894283294677734,-2.714900255203247,7.036514759063721,2.141615152359009,4.1454949378967285,-6.444992542266846,-0.9428319334983826,happy
20059.wav,0.2610700130462646,0.1188974380493164,448.1957106338959,729.8313000997223,593.95751953125,0.0251148365162037,-330.838623046875,196.2796173095703,40.33637619018555,9.687811851501465,17.010042190551758,10.930350303649902,5.065507888793945,-4.688354969024658,-13.667369842529297,-12.317803382873535,-10.046229362487791,-15.813318252563477,-13.108969688415527,-6.758457183837891,-5.993993759155273,-8.924847602844238,-13.253691673278809,-12.412030220031738,-9.398646354675291,-4.054603099822998,happy
19188.wav,0.3416273295879364,0.0944613143801689,1907.3493287683543,2262.0734959258816,4165.877278645833,0.0783352322048611,-152.61900329589844,116.98251342773438,-0.0435060933232307,32.69621276855469,2.9650700092315674,-4.321553707122803,-0.1308193951845169,-2.4235808849334717,0.5951052308082581,1.292924404144287,-8.157048225402832,-10.21916961669922,-1.3105850219726562,-9.205391883850098,1.420283555984497,1.1571691036224363,0.0812314376235008,4.853733062744141,-2.425103187561035,1.329971194267273,happy
19250.wav,0.3115010559558868,0.1190936118364334,2041.6345243428807,2250.044607587689,4333.0088297526045,0.1069087275752314,-120.21390533447266,99.64610290527344,-9.98847484588623,30.4427490234375,7.012706279754639,12.849225044250488,-4.03637170791626,12.816150665283203,-1.3267443180084229,9.476597785949709,-2.789285898208618,1.8800528049468992,-5.81375789642334,6.712811470031738,-5.7949442863464355,-3.671688318252563,-2.952491521835327,-5.975129127502441,-2.616244316101074,-4.275684833526611,happy
19738.wav,0.3517427444458008,0.1866641640663147,1749.120737586997,2295.632287666879,4055.768839518229,0.0582750108506944,-131.7179412841797,97.11834716796876,14.315881729125977,48.30600357055664,5.802309036254883,11.943811416625977,7.922271728515625,11.934121131896973,8.9271240234375,9.776744842529297,-6.390410423278809,4.152515888214111,1.2015618085861206,2.8147008419036865,-4.6596598625183105,-3.194535970687866,-1.373146891593933,2.544973134994507,-5.523930072784424,5.277902603149414,happy
18079.wav,0.2938478589057922,0.1670741736888885,825.2888519343066,749.0691713845055,1607.513427734375,0.0726612232349537,-256.3211364746094,223.75979614257812,-30.50771713256836,-2.3394503593444824,28.22265625,12.41482162475586,-9.777463912963867,-20.495704650878903,-10.217730522155762,-18.2188720703125,-22.581371307373047,-12.806719779968262,-14.95818328857422,-9.593395233154297,-3.4759273529052734,-10.227506637573242,-13.075532913208008,-13.74587631225586,-13.194710731506348,-7.33783483505249,happy
20014.wav,0.2992969453334808,0.1940941661596298,1693.020911642638,2311.3642293577964,4035.8306884765625,0.0544275354456018,-113.23697662353516,107.83001708984376,17.97117805480957,44.12662124633789,12.126811027526855,10.188135147094728,6.997702121734619,6.922900199890137,-8.043842315673828,-1.3981294631958008,-6.497338771820068,0.1558531373739242,-4.440577983856201,-1.0185773372650146,-8.03194808959961,-7.456195831298828,-6.950483322143555,-3.4567503929138184,-1.617297887802124,2.6432485580444336,happy
17975.wav,0.4171006977558136,0.1510992348194122,1891.5701758702005,2041.0994795775669,3938.532511393229,0.081032081886574,-131.61697387695312,104.3643569946289,-15.95426082611084,68.23274230957031,12.278016090393066,2.7990665435791016,4.816113471984863,7.86702823638916,-0.444391518831253,-0.1024511829018592,-7.042799949645996,6.418877601623535,-5.213903427124023,-2.734057903289795,5.4417033195495605,6.770411014556885,-3.670215129852295,1.1945735216140747,-5.128650665283203,0.8621542453765869,happy
19144.wav,0.399589866399765,0.1007428541779518,2273.167847623388,2223.005202346677,4651.4211018880205,0.1115587022569444,-114.71339416503906,103.61248779296876,-43.31831359863281,-12.734691619873049,-11.277912139892578,-15.125575065612791,-27.30054473876953,-15.765887260437012,-27.370773315429688,-19.595951080322266,-22.774730682373047,-15.028630256652832,-20.752635955810547,-14.361390113830566,-19.486644744873047,-13.348986625671388,-18.63680648803711,-12.19017505645752,-13.60629940032959,-9.159513473510742,happy
19457.wav,0.3452773988246918,0.1132245436310768,993.8533085245756,1358.7705069306903,2123.163859049479,0.0369443540219907,-233.2794952392578,154.3387451171875,-11.066046714782717,63.287750244140625,10.38477897644043,15.894750595092772,4.417784690856934,5.004047870635986,3.2951366901397705,-1.51261305809021,-4.63616943359375,-5.650203227996826,-5.784347057342529,-3.030644178390503,-1.2113932371139526,6.558614253997803,1.8065308332443235,3.525625705718994,6.169924736022949,13.276799201965332,happy
19396.wav,0.2997975647449493,0.1161634251475334,787.1644441034166,1043.8835047278262,1144.8486328125,0.0452406141493055,-251.85113525390625,198.3157958984375,-1.1902228593826294,18.254209518432617,-2.859328031539917,-7.172109127044678,-10.891522407531738,-11.052738189697266,-12.705574989318848,-6.628494739532471,-4.285427570343018,-1.4423128366470337,-3.886826753616333,-5.0835185050964355,-7.539680957794189,-2.6695377826690674,-6.153011798858643,-7.856307983398437,-6.23619270324707,-2.4689061641693115,happy
19444.wav,0.3032615482807159,0.1424066871404647,1277.0384832675218,1509.466803727552,2577.8035481770835,0.0542037398726851,-183.23760986328125,162.24658203125,11.287353515625,5.72032356262207,-1.3943967819213867,9.148005485534668,-4.700419902801514,2.1573095321655273,-9.28184413909912,-0.9931561350822448,-4.886362552642822,-3.3458011150360107,-4.8136138916015625,-1.5237243175506592,-8.063322067260742,-1.375758409500122,-1.306221604347229,1.0804228782653809,-4.228157997131348,-3.1814606189727783,happy
18966.wav,0.4345131814479828,0.2630559504032135,1631.5859342127574,2033.0430914348565,3741.045125325521,0.0592696578414351,-53.56697463989258,123.39897918701172,-10.275628089904783,45.04938888549805,-3.1398282051086426,16.554349899291992,3.082690715789795,3.195237874984741,5.790618419647217,3.9361979961395264,0.2529217302799225,5.770636558532715,-7.185644626617432,-2.8164737224578857,-6.098397731781006,4.353250026702881,-6.89769172668457,1.0756219625473022,-1.2768720388412476,-4.90363883972168,happy
18080.wav,0.3153310120105743,0.1643182188272476,834.876338791182,743.0388371492976,1605.718994140625,0.0735631872106481,-251.84226989746097,225.57225036621097,-34.520023345947266,-4.53047513961792,29.575021743774418,11.13010025024414,-11.112614631652832,-18.941274642944336,-7.720881938934326,-17.349828720092773,-23.320222854614254,-13.153905868530272,-14.894227981567385,-10.485148429870604,-2.829557418823242,-7.336254119873047,-9.938835144042969,-11.06375503540039,-13.834908485412598,-12.794049263000488,happy
